conference,year,paper_id,title,abstract,topics,image_url
ICLR,2022,7123,The Convex Geometry of Backpropagation: Neural Network Gradient Flows Converge to Extreme Points of the Dual Convex Program,"We study non-convex subgradient flows for training two-layer ReLU neural networks from a convex geometry and duality perspective. We characterize the implicit bias of unregularized non-convex gradient flow as convex regularization of an equivalent convex model. We then show that the limit points of non-convex subgradient flows can be identified via primal-dual correspondence in this convex optimization problem.  Moreover, we derive a sufficient condition on the dual variables which ensures that the stationary points of the non-convex objective are the KKT points of the convex objective, thus proving convergence of non-convex gradient flows to the global optimum. For a class of regular training data distributions such as orthogonal separable data, we show that this sufficient condition holds. Therefore, non-convex gradient flows in fact converge to optimal solutions of a convex optimization problem. We present numerical results verifying the predictions of our theory for non-convex subgradient descent.","['Neural Networks' 'Optimization' 'Convex Analysis'
 'Computational Mathematics']",https://iclr.cc/media/PosterPDFs/ICLR%202022/f3175210f90bfc7ea82901db0ef7452f.png
ICLR,2022,7117,Understanding and Leveraging Overparameterization in Recursive Value Estimation,"The theory of function approximation in reinforcement learning (RL) typically considers low capacity representations that incur a tradeoff between approximation error, stability and generalization.  Current deep architectures, however, operate in an overparameterized regime where approximation error is not necessarily a bottleneck.  To better understand the utility of deep models in RL we present an analysis of recursive value estimation using \emph{overparameterized} linear representations that provides useful, transferable findings.  First, we show that classical updates such as temporal difference (TD) learning or fitted-value-iteration (FVI) converge to \emph{different} fixed points than residual minimization (RM) in the overparameterized linear case.  We then develop a unified interpretation of overparameterized linear value estimation as minimizing the Euclidean norm of the weights subject to alternative constraints.  A practical consequence is that RM can be modified by a simple alteration of the backup targets to obtain the same fixed points as FVI and TD (when they converge), while universally ensuring stability.  Further, we provide an analysis of the generalization error of these methods, demonstrating per iterate bounds on the value prediction error of FVI, and fixed point bounds for TD and RM.  Given this understanding, we then develop new algorithmic tools for improving recursive value estimation with deep models. In particular, we extract two regularizers that penalize out-of-span top-layer weights and co-linearity in top-layer features respectively.  Empirically we find that these regularizers dramatically improve the stability of TD and FVI, while allowing RM to match and even sometimes surpass their generalization performance with assured stability.","['Reinforcement Learning' 'Function Approximation' 'Deep Learning'
 'Overparameterization' 'Value Estimation' 'Machine Learning Theory']",https://iclr.cc/media/PosterPDFs/ICLR%202022/789a283923884fb1c9598f796581a39d.png
ICLR,2022,6587,Learning Long-Term Reward Redistribution via Randomized Return Decomposition,"Many practical applications of reinforcement learning require agents to learn from sparse and delayed rewards. It challenges the ability of agents to attribute their actions to future outcomes. In this paper, we consider the problem formulation of episodic reinforcement learning with trajectory feedback. It refers to an extreme delay of reward signals, in which the agent can only obtain one reward signal at the end of each trajectory. A popular paradigm for this problem setting is learning with a designed auxiliary dense reward function, namely proxy reward, instead of sparse environmental signals. Based on this framework, this paper proposes a novel reward redistribution algorithm, randomized return decomposition (RRD), to learn a proxy reward function for episodic reinforcement learning. We establish a surrogate problem by Monte-Carlo sampling that scales up least-squares-based reward redistribution to long-horizon problems. We analyze our surrogate loss function by connection with existing methods in the literature, which illustrates the algorithmic properties of our approach. In experiments, we extensively evaluate our proposed method on a variety of benchmark tasks with episodic rewards and demonstrate substantial improvement over baseline algorithms.","['Reinforcement Learning' 'Reward Redistribution'
 'Episodic Reinforcement Learning']",https://iclr.cc/media/PosterPDFs/ICLR%202022/bbaa9d6a1445eac881750bea6053f564.png
ICLR,2022,6425,Distributionally Robust Models with Parametric Likelihood Ratios,"As machine learning models are deployed ever more broadly, it becomes increasingly important that they are not only able to perform well on their training distribution, but also yield accurate predictions when confronted with distribution shift. The Distributionally Robust Optimization (DRO) framework proposes to address this issue by training models to minimize their expected risk under a collection of distributions, to imitate test-time shifts. This is most commonly achieved by instance-level re-weighting of the training objective to emulate the likelihood ratio with possible test distributions, which allows for estimating their empirical risk via importance sampling (assuming that they are subpopulations of the training distribution). However, re-weighting schemes in the literature are usually limited due to the difficulty of keeping the optimization problem tractable and the complexity of enforcing normalization constraints. In this paper, we show that three simple ideas -- mini-batch level normalization, a KL penalty and simultaneous gradient updates -- allow us to train models with DRO using a broader class of parametric likelihood ratios. In a series of experiments on both image and text classification benchmarks, we find that models trained with the resulting parametric adversaries are consistently more robust to subpopulation shifts when compared to other DRO approaches, and that the method performs reliably well with little hyper-parameter tuning.","['Distributionally Robust Optimization' 'Robustness to Distribution Shift'
 'Parametric Models' 'Likelihood Ratios' 'Optimization Techniques']",https://iclr.cc/media/PosterPDFs/ICLR%202022/5607fe8879e4fd269e88387e8cb30b7e.png
ICLR,2022,7085,Learning with Noisy Labels Revisited: A Study Using Real-World Human Annotations,"Existing research on learning with noisy labels mainly focuses on synthetic label noise. The synthetic noise, though has clean structures which greatly enabled statistical analyses, often fails to model the real-world noise patterns. The recent literature has observed several efforts to offer real-world noisy datasets, e.g., Food-101N, WebVision, and Clothing1M. Yet the existing efforts suffer from two caveats: firstly, the lack of ground-truth verification makes it hard to theoretically study the property and treatment of real-world label noise. Secondly, these efforts are often of large scales, which may result in unfair comparisons of robust methods within reasonable and accessible computation power. To better understand real-world label noise, it is important to establish controllable, easy-to-use, and moderate-sized real-world noisy datasets with both ground-truth and noisy labels. This work presents two new benchmark datasets, which we name as CIFAR-10N, CIFAR-100N (jointly we call them CIFAR-N), equipping the training datasets of CIFAR-10 and CIFAR-100 with human-annotated real-world noisy labels we collected from Amazon Mechanical Turk. We quantitatively and qualitatively show that real-world noisy labels follow an instance-dependent pattern rather than the classically assumed and adopted ones (e.g.,  class-dependent label noise). We then initiate an effort to benchmarking a subset of the existing solutions using  CIFAR-10N and CIFAR-100N. We further proceed to study the memorization of correct and wrong predictions, which further illustrates the difference between human noise and class-dependent synthetic noise. We show indeed the real-world noise patterns impose new and outstanding challenges as compared to synthetic label noise. These observations require us to rethink the treatment of noisy labels, and we hope the availability of these two datasets would facilitate the development and evaluation of future learning with noisy label solutions. The corresponding datasets and the leaderboard are available at http://noisylabels.com.","['Data Annotation' 'Noisy Labels' 'Dataset Benchmarking'
 'Human-Computer Interaction' 'Data Quality and Noise Analysis']",https://iclr.cc/media/PosterPDFs/ICLR%202022/3cf166c6b73f030b4f67eeaeba301103.png
ICLR,2023,14181,Controlling Dynamic Spatial Light Modulators using Equivariant Neural Networks,"Spatial Light Modulators (SLMs) are devices that can modulate the amplitude or the phase of a beam of light. These devices are used in applications such as beam front aberration and microscopic manipulation with optical tweezers. Here, we study the problem of learning to modulate light in a new type of temperature-controlled SLM. These SLMs are panels that use a thin viscous film in which shallow wave patterns can be induced by varying the temperature of the panel. This method can be used for modulating light such as high-power lasers. The problem here is to learn which input temperature signal is necessary in order to induce a given pattern in the reflected light. We propose a deep equivariant model to learn this relationship. We generate a synthetic dataset consisting of temperature signals and corresponding light patterns by simulating the thin film lubrication equation that governs the phenomenon of thermocapillary dewetting. We use this dataset to train our networks. We demonstrate the advantage of using equivariant neural networks over convolutional neural networks in order to learn the mapping.","['Optical Engineering' 'Neural Networks' 'Photonics'
 'Computational Optics']",https://iclr.cc/media/PosterPDFs/ICLR%202023/14181.png
ICLR,2023,11093,SoftZoo: A Soft Robot Co-design Benchmark For Locomotion In Diverse Environments,"While significant research progress has been made in robot learning for control, unique challenges arise when simultaneously co-optimizing morphology. Existing work has typically been tailored for particular environments or representations. In order to more fully understand inherent design and performance tradeoffs and accelerate the development of new breeds of soft robots, a comprehensive virtual platform — with well-established tasks, environments, and evaluation metrics — is needed. In this work, we introduce SoftZoo, a soft robot co-design platform for locomotion in diverse environments. SoftZoo supports an extensive, naturally-inspired material set, including the ability to simulate environments such as flat ground, desert, wetland, clay, ice, snow, shallow water, and ocean. Further, it provides a variety of tasks relevant for soft robotics, including fast locomotion, agile turning, and path following, as well as differentiable design representations for morphology and control. Combined, these elements form a feature-rich platform for analysis and development of soft robot co-design algorithms. We benchmark prevalent representations and co-design algorithms, and shed light on 1) the interplay between environment, morphology, and behavior (2) the importance of design space representations 3) the ambiguity in muscle formation and controller synthesis and 4) the value of differentiable physics. We envision that SoftZoo will serve as a standard platform and template an approach toward the development of novel representations and algorithms for co-designing soft robots’ behavioral and morphological intelligence. Demos are available on our project page.","['Robotics' 'Soft Robotics' 'Robot Learning' 'Co-design'
 'Morphology Optimization' 'Locomotion' 'Simulation and Modeling'
 'Control Systems']",https://iclr.cc/media/PosterPDFs/ICLR%202023/11093.png
ICLR,2023,11674,Q-Pensieve: Boosting Sample Efficiency of Multi-Objective RL Through Memory Sharing of Q-Snapshots,"Many real-world continuous control problems are in the dilemma of weighing the pros and cons, multi-objective reinforcement learning (MORL) serves as a generic framework of learning control policies for different preferences over objectives. However, the existing MORL methods either rely on multiple passes of explicit search for finding the Pareto front and therefore are not sample-efficient, or utilizes a shared policy network for coarse knowledge sharing among policies. To boost the sample efficiency of MORL, we propose $Q$-Pensieve, a policy improvement scheme that stores a collection of $Q$-snapshots to jointly determine the policy update direction and thereby enables data sharing at the policy level. We show that $Q$-Pensieve can be naturally integrated with soft policy iteration with convergence guarantee. To substantiate this concept, we propose the technique of $Q$ replay buffer, which stores the learned $Q$-networks from the past iterations, and arrive at a practical actor-critic implementation. Through extensive experiments and an ablation study, we demonstrate that with much fewer samples, the proposed algorithm can outperform the benchmark MORL methods on a variety of MORL benchmark tasks.","['Multi-Objective Reinforcement Learning ' 'Continuous Control'
 'Sample Efficiency' 'Policy Improvement' 'Actor-Critic Methods']",https://iclr.cc/media/PosterPDFs/ICLR%202023/11674.png
ICLR,2023,14174,SimuStruct: Simulated Structural Plate with Holes Dataset with Machine Learning Applications,"This paper introduces SimuStruct: Simulated Structural Parts Dataset, a dataset that contains 2D structural parts, their respective meshes and the outputs of numerical simulations for different properties for linear and elastic material, boundary and loading conditions, and for varying levels of refinement. SimuStruct comprises the classic case of plates with holes since it is a 2D simple case with analytical resolution and which is found in different mechanical design applications. The SimuStruct dataset comprises many different cases, where each case is solved using standard Finite Element Methods (FEMs) with the open-source package FEniCS. Compared to other datasets similar in purpose, SimuStruct is more diversified and realistic because it aims to comprises diverse real cases for different loading and boundary conditions, different properties for linear and elastic material, and different levels of refinement. In addition, SimuStruct is more flexible, versatile, and scalable because all algorithms and codes are implemented using open-source libraries. The main goal of the SimuStruct dataset is to serve both as training and evaluation data for Machine Learning (ML)-based methods in structural analysis and optimal mesh generation and therefore support the development of ML-based optimal mechanical design solutions. An application of SimuStruct is presented to train and test an ANN model to predict stress-strain fields. SimuStruct will contribute to the connection of the Mechanical Engineering and ML communities, which will allow accelerating and exploitation the research in the computational design field.","['Mechanical Engineering' 'Structural Analysis' 'Finite Element Methods '
 'Machine Learning Applications' 'Computational Design'
 'Numerical Simulation' 'Data Science in Engineering']",https://iclr.cc/media/PosterPDFs/ICLR%202023/14174.png
ICLR,2023,13797,Towards understanding the modality gap in CLIP,"This work examines the phenomenon of the modality gap observed in CLIP-based multimodal learning methods. The modality gap in this context refers to the separation of image and text embeddings in the joint latent space. Some previous research has attributed the gap to cone effect of neural network initialization and suggested closing may not be necessary. However, this study argues that the modality gap is associated with local minima in the CLIP loss function. Through a series of proof-of-concept experiments, we illustrate these local minima and the difficulty of avoiding them in practice. Overall, this work hopes to provide better insight into the root cause of the modality gap.","['Multimodal Learning' 'Neural Networks' 'Computer Vision'
 'Natural Language Processing']",https://iclr.cc/media/PosterPDFs/ICLR%202023/13797.png
ICLR,2023,12215,Harnessing Out-Of-Distribution Examples via Augmenting Content and Style,"Machine learning models are vulnerable to Out-Of-Distribution (OOD) examples, such a problem has drawn much attention. However, current methods lack a full understanding of different types of OOD data: there are benign OOD data that can be properly adapted to enhance the learning performance, while other malign OOD data would severely degenerate the classification result. To Harness OOD data, this paper proposes HOOD method that can leverage the content and style from each image instance to identify benign and malign OOD data. Particularly, we design a variational inference framework to causally disentangle content and style features by constructing a structural causal model. Subsequently, we augment the content and style through an intervention process to produce malign and benign OOD data, respectively. The benign OOD data contain novel styles but hold our interested contents, and they can be leveraged to help train a style-invariant model. In contrast, the malign OOD data inherit unknown contents but carry familiar styles, by detecting them can improve model robustness against deceiving anomalies. Thanks to the proposed novel disentanglement and data augmentation techniques, HOOD can effectively deal with OOD examples in unknown and open environments, whose effectiveness is empirically validated in three typical OOD applications including OOD detection, open-set semi-supervised learning, and open-set domain adaptation.","['Out-Of-Distribution  Detection' 'Data Augmentation'
 'Variational Inference' 'Causal Inference' 'Domain Adaptation'
 'Semi-Supervised Learning']",https://iclr.cc/media/PosterPDFs/ICLR%202023/12215.png
ICLR,2023,12107,NTK-SAP: Improving neural network pruning by aligning training dynamics,"Pruning neural networks before training has received increasing interest due to its potential to reduce training time and memory. One popular method is to prune the connections based on a  certain metric, but it is not entirely clear what metric is the best choice. Recent advances in neural tangent kernel (NTK) theory suggest that the training dynamics of large enough neural networks is closely related to the spectrum of the NTK. Motivated by this finding, we propose to prune the connections that have the least influence on the spectrum of the NTK. This method can help maintain the NTK spectrum, which may help align the training dynamics to that of its dense counterpart. However, one possible issue is that the fixed-weight-NTK corresponding to a given initial point can be very different from the NTK corresponding to later iterates during the training phase. We further propose to sample multiple realizations of random weights to estimate the NTK spectrum. Note that our approach is weight-agnostic, which is different from most existing methods that are weight-dependent. In addition, we use random inputs to compute the fixed-weight-NTK, making our method data-agnostic as well. We name our foresight pruning algorithm Neural Tangent Kernel Spectrum-Aware Pruning (NTK-SAP). Empirically, our method achieves better performance than all baselines on multiple datasets.","['Neural Network Pruning' 'Neural Tangent Kernel '
 'Machine Learning Optimization' 'Deep Learning Theory']",https://iclr.cc/media/PosterPDFs/ICLR%202023/12107.png
ICLR,2023,10708,Cross-Layer Retrospective Retrieving via Layer Attention,"More and more evidence has shown that strengthening layer interactions can enhance the representation power of a deep neural network, while self-attention excels at learning interdependencies by retrieving query-activated information. Motivated by this, we devise a cross-layer attention mechanism, called multi-head recurrent layer attention (MRLA), that sends a query representation of the current layer to all previous layers to retrieve query-related information from different levels of receptive fields. A light-weighted version of MRLA is also proposed to reduce the quadratic computation cost. The proposed layer attention mechanism can enrich the representation power of many state-of-the-art vision networks, including CNNs and vision transformers. Its effectiveness has been extensively evaluated in image classification, object detection and instance segmentation tasks, where improvements can be consistently observed. For example, our MRLA can improve 1.6% Top-1 accuracy on ResNet-50, while only introducing 0.16M parameters and 0.07B FLOPs. Surprisingly, it can boost the performances by a large margin of 3-4% box AP and mask AP in dense prediction tasks. Our code is available at https://github.com/joyfang1106/MRLA.","['Deep Learning' 'Neural Networks' 'Computer Vision'
 'Image Classification' 'Object Detection' 'Instance Segmentation'
 'Attention Mechanisms']",https://iclr.cc/media/PosterPDFs/ICLR%202023/10708.png
ICLR,2023,11889,Globally Optimal Training of Neural Networks with Threshold Activation Functions,"Threshold activation functions are highly preferable in neural networks due to their efficiency in hardware implementations. Moreover, their mode of operation is more interpretable and resembles that of biological neurons. However, traditional gradient based algorithms such as Gradient Descent cannot be used to train the parameters of neural networks with threshold activations since the activation function has zero gradient except at a single non-differentiable point. To this end, we study weight decay regularized training problems of deep neural networks with threshold activations. We first show that regularized deep threshold network training problems can be equivalently formulated as a standard convex optimization problem, which parallels the LASSO method, provided that the last hidden layer width exceeds a certain threshold. We also derive a simplified convex optimization formulation when the dataset can be shattered at a certain layer of the network. We corroborate our theoretical results with various numerical experiments.",['Neural Networks' 'Optimization' 'Computational Neuroscience'],https://iclr.cc/media/PosterPDFs/ICLR%202023/11889.png
ICLR,2023,14193,3D Graph Conditional Distributions via Semi-Equivariant Continuous Normalizing Flows,A general method for learning the conditional distribution $p(G | \hat{G})$ of two 3D graphs is proposed. The method is designed to be invariant to rigid body transformations and to permutations of the vertices of either graph. The core of the method is a continuous normalizing flow and semi-equivariance conditions are established to ensure the aforementioned invariance conditions. The utility of the technique is demonstrated as a conditional generative model for the molecular setting.,['Graph Theory' 'Computational Chemistry' 'Generative Models'],https://iclr.cc/media/PosterPDFs/ICLR%202023/14193.png
